,loan_installments_bucket_label_enc,loan_tenure_bucket_label_enc,Age_bucket_label_enc,monthly_expenses_bucket_label_enc,annual_income_bucket_label_enc,house_area_bucket_label_enc,sex_label_enc,social_class_label_enc,social_class_label_enc,secondary_business_label_enc,type_of_house_label_enc,loan_purpose_label_enc,social_class_label_enc,social_class_label_enc,city_trgt_label_enc,primary_busn_label_enc
29171,0,0,1,1,3,2,0,3,3,0,3,2,3,3,14,6
30597,0,0,0,1,4,2,0,1,1,2,2,21,1,1,17,20
19595,1,0,1,1,4,1,0,3,3,1,1,2,3,3,9,6
4089,0,0,1,0,2,1,0,3,3,0,2,3,3,3,11,27
19789,0,0,1,1,4,2,0,1,1,2,2,21,1,1,17,20
39993,0,0,1,1,4,2,0,1,1,0,3,1,1,1,14,14
15248,1,0,1,0,3,2,0,3,3,0,3,14,3,3,12,4
7117,0,0,0,1,2,1,0,3,3,0,3,1,3,3,14,20
39695,0,0,1,1,3,1,0,1,1,0,3,14,1,1,11,20
7852,0,0,0,1,0,0,0,4,4,0,0,27,4,4,14,20
38974,0,0,1,1,5,1,0,1,1,0,2,12,1,1,3,20
30641,0,0,1,0,2,2,0,3,3,0,1,14,3,3,14,29
30996,0,0,1,1,4,2,0,1,1,2,2,21,1,1,17,20
20980,0,0,1,0,3,2,0,3,3,0,1,14,3,3,14,29
3607,0,0,1,1,1,1,0,0,0,1,2,21,0,0,11,13
28844,1,0,1,1,4,2,0,0,0,0,2,17,0,0,18,15
20625,1,0,1,1,2,2,0,1,1,0,2,1,1,1,18,14
13283,0,0,1,1,2,2,0,2,2,0,1,3,2,2,11,27
8986,0,0,1,1,0,0,0,4,4,0,3,14,4,4,10,29
11550,1,0,0,1,0,0,0,4,4,0,2,3,4,4,11,27
26719,1,0,1,1,4,2,0,1,1,0,2,17,1,1,18,15
19918,1,0,1,1,1,1,0,0,0,0,1,17,0,0,6,10
35938,0,0,1,1,3,2,1,1,1,0,2,3,1,1,11,27
15186,0,0,1,1,4,2,1,3,3,0,3,14,3,3,12,4
10035,0,0,0,0,0,0,0,4,4,0,1,17,4,4,11,20
16147,0,0,1,1,2,2,0,3,3,0,3,7,3,3,14,20
23637,0,0,1,1,4,3,0,0,0,2,2,3,0,0,17,27
17302,0,0,1,1,5,1,0,4,4,0,1,1,4,4,13,30
2059,0,0,1,0,1,1,0,3,3,2,3,3,3,3,11,27
1541,1,0,1,1,3,1,0,0,0,0,3,17,0,0,8,15
6856,0,0,1,1,2,2,0,3,3,0,3,5,3,3,14,20
35554,1,1,1,0,3,2,0,1,1,0,2,21,1,1,11,20
23250,0,0,1,1,1,1,0,1,1,4,1,3,1,1,11,20
19772,1,0,1,1,2,2,0,1,1,0,2,17,1,1,18,15
21862,0,0,0,0,3,3,0,3,3,0,3,3,3,3,5,32
11104,0,0,1,0,0,0,0,4,4,0,3,3,4,4,14,20
13827,1,0,1,1,4,1,0,3,3,0,2,3,3,3,7,27
32419,0,0,1,1,4,1,0,3,3,0,1,21,3,3,3,20
38400,0,0,1,1,3,2,0,1,1,0,3,14,1,1,14,29
827,0,0,1,1,0,1,0,2,2,0,3,12,2,2,14,20
39641,0,0,0,0,2,3,0,1,1,0,3,3,1,1,11,32
23927,0,0,1,1,3,3,0,3,3,0,3,13,3,3,14,26
33758,0,0,1,1,4,1,0,1,1,4,2,3,1,1,11,25
12703,0,0,1,1,0,0,0,4,4,0,2,17,4,4,11,2
10690,0,0,1,1,0,0,0,4,4,0,1,3,4,4,11,23
34042,0,0,0,1,4,1,0,1,1,0,1,5,1,1,11,20
22207,0,0,1,1,2,1,0,3,3,0,3,12,3,3,14,20
36942,0,0,1,1,3,1,0,1,1,0,3,21,1,1,11,13
22933,0,0,1,1,5,1,0,4,4,0,3,13,4,4,13,26
30099,0,0,1,0,3,2,1,4,4,1,2,14,4,4,11,29
35640,0,0,1,1,5,1,0,1,1,0,1,3,1,1,3,27
27352,0,0,1,1,3,2,0,1,1,0,3,21,1,1,1,13
8049,0,0,1,1,0,0,0,4,4,0,3,2,4,4,11,20
19138,1,0,1,1,4,1,0,3,3,1,1,28,3,3,9,12
33655,0,0,1,1,4,2,0,0,0,2,2,21,0,0,17,20
32228,0,0,1,1,5,2,0,3,3,0,3,2,3,3,14,18
3064,1,0,1,1,5,1,0,0,0,0,2,28,0,0,11,12
26317,1,0,1,1,3,2,0,4,4,0,2,17,4,4,18,15
15949,1,0,1,0,3,2,0,3,3,1,1,21,3,3,12,13
31978,0,0,1,1,4,2,0,1,1,0,3,2,1,1,14,3
21919,1,0,0,1,2,2,0,1,1,0,2,17,1,1,18,15
20664,0,0,1,1,3,1,0,4,4,4,3,2,4,4,11,3
25234,1,0,1,0,2,1,0,1,1,0,2,1,1,1,6,24
31602,0,0,1,0,3,1,0,1,1,0,3,21,1,1,1,13
28538,1,0,1,1,4,2,0,1,1,0,1,3,1,1,6,25
39009,0,0,1,1,3,1,0,3,3,4,3,1,3,3,14,30
39538,0,0,0,1,3,2,0,3,3,0,3,3,3,3,14,27
35509,1,1,0,1,2,2,0,1,1,0,2,21,1,1,11,20
9214,0,0,1,1,0,0,0,4,4,0,2,28,4,4,10,12
3542,0,0,1,1,3,1,1,0,0,0,1,1,0,0,11,30
29693,0,0,1,1,3,1,0,1,1,1,3,21,1,1,16,13
6076,0,0,1,1,1,1,0,3,3,4,3,21,3,3,2,13
12288,0,0,1,0,0,0,0,4,4,0,3,1,4,4,11,30
24791,0,0,0,0,3,1,0,1,1,2,3,21,1,1,1,13
35976,0,0,1,1,5,1,0,3,3,0,3,2,3,3,3,3
5917,1,0,1,1,4,1,0,3,3,0,2,2,3,3,11,6
10948,0,0,1,1,0,0,0,4,4,0,2,14,4,4,11,29
5828,0,0,1,1,1,1,0,0,0,4,2,1,0,0,11,20
20790,1,0,0,1,1,1,0,1,1,0,2,1,1,1,8,20
13063,0,0,0,1,4,1,0,0,0,0,1,3,0,0,11,27
18658,0,0,1,1,3,3,0,3,3,0,3,3,3,3,11,27
7085,1,0,1,1,4,1,0,3,3,0,3,3,3,3,9,27
36982,0,0,1,0,4,3,1,3,3,0,3,14,3,3,5,20
15271,0,0,1,1,4,1,0,1,1,1,3,13,1,1,11,26
18198,1,0,0,1,2,1,0,1,1,0,2,17,1,1,18,15
12049,1,0,1,1,0,0,0,4,4,0,3,31,4,4,8,20
3227,0,0,1,1,2,2,0,2,2,0,3,28,2,2,14,20
38058,0,0,0,1,3,1,0,1,1,0,3,1,1,1,1,14
16722,1,0,1,1,2,2,0,1,1,0,2,17,1,1,18,15
20697,0,0,1,1,4,1,0,4,4,4,2,2,4,4,11,20
37899,0,0,1,0,4,3,0,3,3,0,3,17,3,3,11,10
31323,0,0,1,1,4,2,0,0,0,2,2,1,0,0,17,20
11910,0,0,1,0,0,0,0,4,4,0,2,14,4,4,11,20
36425,0,0,1,1,4,3,0,3,3,0,3,13,3,3,14,9
27158,0,0,0,1,5,1,1,4,4,0,2,19,4,4,13,20
24642,0,0,1,1,1,1,0,1,1,4,3,21,1,1,11,13
17812,1,0,1,1,4,2,0,1,1,0,2,1,1,1,8,24
23141,0,0,1,0,3,2,0,1,1,0,3,1,1,1,11,20
33292,0,0,1,1,4,2,0,2,2,1,2,2,2,2,11,6
22811,1,0,0,1,1,1,0,1,1,0,2,14,1,1,11,29
27578,0,0,0,1,3,1,0,1,1,0,1,2,1,1,3,18
33973,0,0,1,1,4,3,0,1,1,0,3,13,1,1,11,26
19290,1,0,1,1,1,2,0,1,1,0,2,7,1,1,11,20
35950,0,0,1,1,3,2,1,1,1,0,2,7,1,1,11,20
15250,0,0,1,1,4,2,0,3,3,0,3,13,3,3,11,26
26469,0,0,1,1,2,2,0,3,3,0,3,14,3,3,14,29
39629,0,0,1,0,3,3,0,1,1,0,3,3,1,1,11,32
3640,1,0,1,1,2,1,0,0,0,0,2,1,0,0,6,24
38247,0,0,0,1,4,2,0,3,3,0,3,2,3,3,14,3
11604,0,0,1,1,0,0,0,4,4,0,3,1,4,4,11,30
29368,0,0,1,1,3,1,0,3,3,0,3,12,3,3,14,21
29807,0,0,1,0,2,2,0,3,3,0,1,2,3,3,14,20
38234,0,0,1,1,4,1,0,1,1,0,3,12,1,1,14,20
34166,0,0,1,1,4,1,0,1,1,0,3,1,1,1,14,30
20365,0,0,1,1,4,2,0,1,1,2,2,21,1,1,17,20
4193,1,0,1,1,4,1,0,2,2,2,3,21,2,2,7,13
17164,0,0,1,1,3,3,0,3,3,0,3,3,3,3,5,32
18304,1,0,1,1,2,1,0,1,1,0,1,17,1,1,18,15
29573,0,0,0,0,2,1,0,3,3,4,2,14,3,3,16,29
24651,0,0,1,0,2,1,0,1,1,4,3,1,1,1,11,24
19556,1,0,0,1,2,1,0,1,1,0,2,17,1,1,18,15
37573,0,0,1,1,5,2,0,3,3,0,2,13,3,3,3,9
3710,0,0,1,1,1,2,0,3,3,0,1,1,3,3,11,30
38720,0,0,1,1,4,1,0,3,3,0,1,2,3,3,3,18
731,0,0,1,1,2,2,1,0,0,4,2,26,0,0,11,20
6312,0,0,1,1,1,2,0,3,3,0,3,3,3,3,3,27
25035,0,0,0,1,3,1,0,3,3,2,3,2,3,3,1,6
15532,1,0,1,1,4,1,0,3,3,1,1,2,3,3,9,3
34342,0,0,1,1,3,1,0,1,1,0,3,21,1,1,1,13
37558,0,0,1,2,5,2,0,0,0,0,2,2,0,0,11,20
39062,0,0,1,1,3,1,0,3,3,0,3,2,3,3,14,6
26644,1,0,1,1,2,2,0,1,1,0,1,3,1,1,11,25
32482,0,0,1,1,4,1,0,3,3,0,3,1,3,3,3,20
20305,0,0,0,1,1,1,0,2,2,4,1,10,2,2,11,20
30674,0,0,1,1,3,2,0,1,1,2,2,21,1,1,17,20
242,1,0,1,1,3,1,0,0,0,0,3,17,0,0,8,10
15741,0,0,1,0,3,2,1,3,3,0,3,14,3,3,12,4
12347,0,0,1,1,0,0,0,4,4,0,3,12,4,4,11,20
39518,0,0,0,0,4,1,0,1,1,0,2,14,1,1,11,20
28302,0,0,1,0,2,3,0,3,3,0,3,13,3,3,11,26
3977,0,0,1,0,2,2,0,3,3,0,3,3,3,3,11,27
33667,0,0,1,1,5,2,0,3,3,0,3,12,3,3,14,20
39601,0,0,1,1,3,2,0,3,3,0,3,14,3,3,14,29
26191,0,0,1,0,3,1,0,3,3,0,3,2,3,3,1,6
30471,0,0,1,0,3,3,1,3,3,0,3,6,3,3,5,20
2399,1,0,1,1,2,1,1,0,0,0,2,5,0,0,11,20
39467,0,0,1,1,4,1,0,1,1,0,2,14,1,1,11,20
16725,1,0,1,1,2,1,0,0,0,4,2,21,0,0,18,22
37688,0,0,1,1,4,2,0,1,1,0,1,2,1,1,14,6
1327,0,0,1,1,2,1,0,1,1,1,3,2,1,1,11,18
15033,0,0,1,1,3,1,0,0,0,0,2,12,0,0,11,20
13470,1,0,1,2,4,1,0,3,3,2,3,21,3,3,9,13
32137,0,0,1,1,4,2,0,2,2,0,3,7,2,2,14,20
70,0,0,0,1,3,1,0,3,3,1,2,14,3,3,10,29
26107,0,0,1,0,3,1,0,1,1,0,3,2,1,1,1,6
35871,0,0,0,0,3,1,0,3,3,0,3,2,3,3,14,6
23912,1,0,1,1,4,2,0,1,1,0,1,7,1,1,18,20
36011,0,0,1,1,4,2,0,1,1,2,2,21,1,1,17,20
36064,0,0,1,0,4,3,0,3,3,0,3,3,3,3,5,32
26330,0,0,1,1,4,2,0,1,1,2,2,3,1,1,17,27
37595,0,0,1,0,3,3,1,1,1,4,2,3,1,1,16,32
15171,0,0,1,0,3,2,1,4,4,0,3,2,4,4,12,18
15970,1,0,1,1,1,1,0,0,0,0,2,3,0,0,11,25
9564,1,0,1,1,0,0,0,4,4,0,3,21,4,4,11,13
35338,0,0,1,1,3,1,0,1,1,0,3,2,1,1,3,6
23710,0,0,1,1,2,2,0,1,1,0,3,13,1,1,14,26
18193,0,0,1,2,2,1,0,1,1,4,2,12,1,1,16,20
3642,1,0,0,1,2,1,0,0,0,0,2,17,0,0,11,10
37355,0,0,1,1,4,1,0,0,0,0,2,21,0,0,2,13
31852,0,0,1,2,3,1,0,3,3,0,3,12,3,3,14,20
37779,0,0,1,0,3,3,0,3,3,0,3,12,3,3,5,20
22394,0,0,1,0,3,1,0,1,1,0,3,21,1,1,1,13
4418,0,0,1,1,2,2,0,3,3,0,3,2,3,3,14,20
28735,0,0,1,1,1,1,0,0,0,4,2,3,0,0,2,27
16085,0,0,1,1,2,2,0,2,2,0,1,31,2,2,11,20
36191,0,0,1,1,5,2,0,1,1,0,1,29,1,1,3,20
21729,0,0,0,1,3,2,0,0,0,2,2,1,0,0,14,20
28394,0,0,1,1,4,2,0,1,1,2,2,3,1,1,17,27
31205,0,0,0,1,3,2,0,1,1,0,1,1,1,1,11,14
21396,1,0,1,1,2,2,0,0,0,0,2,7,0,0,18,20
20100,0,0,1,1,3,2,0,2,2,2,3,1,2,2,1,14
22092,1,0,1,1,2,2,0,0,0,0,2,17,0,0,18,15
36452,0,0,1,1,4,1,0,0,0,0,2,13,0,0,2,9
6579,0,0,1,1,4,1,0,0,0,0,2,13,0,0,14,26
7921,0,0,1,1,0,0,0,4,4,0,2,1,4,4,11,24
12463,0,0,1,1,0,0,0,4,4,0,1,10,4,4,11,20
11379,0,0,1,1,0,0,0,4,4,0,3,21,4,4,11,20
12340,0,0,0,1,0,0,0,4,4,0,2,14,4,4,11,29
13011,0,0,1,1,3,3,0,3,3,1,3,17,3,3,5,15
9872,0,0,1,1,0,0,0,4,4,0,0,3,4,4,11,27
7679,0,0,1,1,0,0,0,4,4,0,0,13,4,4,14,26
9374,1,0,1,1,0,0,0,4,4,0,3,3,4,4,7,27
30878,0,0,1,1,3,2,0,4,4,0,2,12,4,4,11,20
30251,0,0,1,1,3,1,0,3,3,0,3,2,3,3,11,3
19359,0,0,1,1,4,1,0,2,2,0,2,3,2,2,13,27
18727,1,0,0,1,2,2,0,1,1,0,2,17,1,1,18,15
36156,0,0,1,1,3,1,0,2,2,0,1,3,2,2,11,27
3713,0,0,1,1,1,2,0,3,3,0,1,2,3,3,11,20
30134,0,0,1,1,2,2,0,3,3,0,3,13,3,3,14,26
18516,0,0,1,1,4,1,0,3,3,4,2,2,3,3,14,3
38285,0,0,1,1,4,2,0,1,1,0,3,3,1,1,11,27
35520,0,0,1,1,4,2,0,3,3,0,3,3,3,3,14,25
14370,1,0,1,1,1,1,0,1,1,0,2,31,1,1,6,20
39312,0,0,1,1,5,1,0,0,0,0,1,10,0,0,3,20
13044,0,0,1,1,3,3,0,3,3,0,3,1,3,3,5,14
13396,1,0,1,1,1,1,0,1,1,0,2,0,1,1,11,20
17171,0,0,1,0,3,3,0,3,3,0,3,3,3,3,5,32
15461,1,0,1,1,4,1,0,3,3,1,1,2,3,3,9,3
26290,0,0,0,1,4,2,0,1,1,2,2,21,1,1,11,20
34477,0,0,1,1,4,1,0,0,0,4,1,3,0,0,2,25
113,0,0,1,1,3,1,0,1,1,2,2,21,1,1,10,22
2222,0,0,1,1,4,1,0,2,2,0,3,17,2,2,11,15
29869,0,0,1,0,5,3,0,3,3,0,3,3,3,3,5,32
3573,0,0,1,1,1,1,0,3,3,4,3,3,3,3,11,27
23033,0,0,1,1,3,1,0,1,1,0,3,2,1,1,1,6
24168,0,0,1,1,2,2,0,3,3,0,3,2,3,3,14,20
1479,0,0,1,1,3,1,0,1,1,2,2,21,1,1,10,22
2707,1,0,1,1,2,1,0,0,0,0,2,3,0,0,6,27
10192,1,1,1,1,0,0,1,4,4,0,1,17,4,4,11,19
30373,0,0,1,1,2,3,0,3,3,0,3,3,3,3,11,32
20957,1,0,1,2,4,3,0,3,3,1,1,21,3,3,9,13
3114,1,0,0,1,2,1,0,0,0,0,2,17,0,0,11,20
28517,0,0,1,1,2,2,0,3,3,0,2,2,3,3,14,6
2019,0,0,1,1,3,1,0,2,2,0,2,28,2,2,10,12
28542,1,0,1,1,4,2,0,1,1,0,2,17,1,1,6,10
3070,1,0,1,1,5,1,0,3,3,0,2,14,3,3,11,20
26943,0,0,1,1,4,2,0,3,3,0,2,1,3,3,3,30
12892,0,0,0,1,4,2,0,1,1,1,1,3,1,1,11,27
22703,1,0,1,1,4,1,0,3,3,1,3,21,3,3,11,13
17449,0,0,1,1,4,1,0,1,1,1,2,1,1,1,11,30
32464,0,0,1,0,4,3,0,3,3,0,3,1,3,3,11,30
9083,1,0,1,1,0,0,0,4,4,0,0,7,4,4,8,20
34470,0,0,0,1,4,2,0,3,3,0,3,21,3,3,11,20
32298,0,0,1,1,4,1,0,0,0,4,2,12,0,0,11,20
27154,0,0,1,1,3,2,0,1,1,0,2,2,1,1,11,18
32762,0,0,1,1,4,2,0,0,0,2,2,17,0,0,17,10
15702,0,0,1,1,4,2,1,3,3,0,3,3,3,3,12,27
14061,1,0,1,1,1,1,0,1,1,0,1,3,1,1,6,25
18884,0,0,1,1,2,2,0,2,2,0,3,3,2,2,14,27
13789,0,0,1,1,2,2,0,0,0,0,2,3,0,0,11,27
22641,1,0,0,1,2,1,0,0,0,0,2,17,0,0,18,15
13519,0,0,0,1,2,1,0,3,3,0,3,2,3,3,14,18
39543,1,1,1,0,4,3,0,3,3,0,3,3,3,3,5,32
16970,0,0,1,0,3,2,0,3,3,0,3,14,3,3,12,4
23147,0,0,1,1,3,2,1,1,1,0,3,1,1,1,11,20
19182,0,0,1,1,2,1,0,3,3,0,3,21,3,3,14,20
5501,1,0,1,1,1,1,0,1,1,0,2,27,1,1,8,20
21303,0,0,1,1,1,1,0,0,0,0,2,13,0,0,11,26
13188,1,0,1,1,1,1,0,1,1,0,2,15,1,1,8,20
26103,1,0,1,1,1,1,0,1,1,0,2,17,1,1,6,10
12813,0,0,0,1,0,0,0,4,4,0,1,33,4,4,11,20
39461,0,0,1,1,4,1,0,1,1,0,2,14,1,1,11,20
3914,0,0,1,1,3,2,1,0,0,0,1,1,0,0,11,14
2402,1,0,1,0,3,2,1,0,0,0,3,12,0,0,11,20
11187,0,0,1,1,0,0,0,4,4,0,0,1,4,4,11,30
31318,0,0,1,1,4,2,1,0,0,2,1,3,0,0,17,25
29636,0,0,0,1,3,1,0,3,3,0,3,2,3,3,1,6
15729,0,0,1,0,3,1,1,1,1,0,3,21,1,1,12,20
1341,0,0,1,0,0,1,0,4,4,0,3,7,4,4,14,20
25918,1,0,1,0,2,2,1,1,1,0,3,1,1,1,11,14
25847,0,0,1,1,2,2,0,2,2,0,3,3,2,2,14,20
18452,0,0,1,1,2,1,0,0,0,0,1,3,0,0,11,27
20946,1,0,1,1,2,2,0,1,1,0,2,17,1,1,18,15
24559,0,0,1,0,2,1,0,1,1,0,3,1,1,1,11,20
24241,1,0,1,1,4,2,0,2,2,0,2,17,2,2,11,15
20253,0,0,1,1,4,2,0,3,3,0,3,12,3,3,14,20
32733,0,0,0,1,4,2,0,0,0,2,1,21,0,0,17,20
7998,0,0,1,1,0,2,0,4,4,0,3,9,4,4,3,20
33,0,0,1,2,1,1,0,3,3,2,2,21,3,3,10,13
23232,0,0,1,1,2,1,0,2,2,4,3,3,2,2,11,25
36761,0,0,1,1,4,1,0,3,3,4,2,14,3,3,16,29
29959,0,0,0,0,3,1,0,1,1,0,3,33,1,1,14,20
31128,0,0,1,1,3,1,0,3,3,4,2,14,3,3,16,20
34077,0,0,1,1,3,2,0,3,3,0,3,3,3,3,14,27
23987,0,0,0,1,2,1,0,0,0,4,2,3,0,0,11,27
31592,0,0,1,1,4,2,0,0,0,0,2,2,0,0,3,6
33665,0,0,1,1,4,2,0,3,3,0,3,18,3,3,14,20
4042,0,0,1,1,1,1,0,1,1,4,3,26,1,1,11,20
38529,0,0,0,1,3,2,0,3,3,0,2,10,3,3,11,20
8567,1,0,1,1,0,0,0,4,4,0,3,1,4,4,11,24
31876,0,0,1,1,3,1,0,0,0,4,3,21,0,0,11,22
11842,0,0,1,1,0,0,0,4,4,0,2,2,4,4,11,6
21470,1,0,1,1,1,1,0,1,1,0,2,21,1,1,8,22
13822,1,0,0,1,1,1,0,0,0,0,2,3,0,0,6,27
35082,0,0,1,0,4,3,0,3,3,0,3,28,3,3,5,20
7833,1,0,1,1,0,0,0,4,4,0,2,10,4,4,11,20
30649,0,0,0,1,3,2,0,1,1,2,2,21,1,1,17,20
31671,0,0,1,1,4,2,1,0,0,2,1,28,0,0,17,20
1816,0,0,1,1,3,1,0,0,0,0,2,31,0,0,11,20
26951,0,0,1,0,2,2,0,0,0,0,3,2,0,0,11,18
16762,1,0,1,1,1,1,0,1,1,0,2,17,1,1,6,10
2679,1,0,1,1,2,1,0,1,1,0,2,1,1,1,11,30
2114,0,0,1,1,0,1,0,1,1,0,2,16,1,1,10,20
3782,0,0,1,1,1,1,0,1,1,0,3,3,1,1,14,27
25379,1,0,1,1,1,1,0,1,1,0,2,15,1,1,11,20
35391,0,0,1,1,5,1,0,4,4,2,2,26,4,4,11,20
1125,0,0,1,1,2,1,0,1,1,0,3,28,1,1,11,12
21187,0,0,1,1,2,2,0,1,1,0,2,1,1,1,11,20
20581,1,0,1,1,2,2,0,1,1,0,2,17,1,1,18,15
300,0,0,1,1,1,1,0,2,2,4,3,21,2,2,11,20
3302,0,0,1,1,2,2,0,3,3,0,3,28,3,3,14,12
38916,0,0,1,1,5,1,0,1,1,0,1,3,1,1,3,27
35179,0,0,1,0,4,3,0,3,3,0,3,3,3,3,11,32
20344,1,0,1,1,4,1,0,3,3,1,1,21,3,3,9,13
22463,0,0,1,0,3,2,0,1,1,0,3,1,1,1,11,20
24982,1,0,1,1,1,1,0,1,1,0,2,15,1,1,6,20
36641,0,0,1,1,4,1,0,0,0,0,3,3,0,0,3,20
13365,0,0,1,1,2,2,0,4,4,0,2,3,4,4,14,27
35399,0,0,1,1,4,2,0,3,3,4,2,2,3,3,11,6
5665,0,0,1,1,3,2,0,3,3,0,2,31,3,3,11,20
4419,0,0,1,1,2,1,0,1,1,0,3,1,1,1,14,20
23334,1,0,1,1,1,2,0,1,1,0,2,1,1,1,11,20
14445,0,0,1,1,4,1,0,1,1,1,3,14,1,1,11,4
27283,1,0,1,1,4,2,0,1,1,0,2,17,1,1,18,15
16947,1,0,1,0,3,2,0,4,4,0,3,21,4,4,12,13
28684,0,0,0,1,3,2,0,2,2,1,2,14,2,2,11,29
32814,0,0,1,1,4,1,0,1,1,0,1,3,1,1,3,27
5015,0,0,1,2,2,1,0,1,1,0,2,14,1,1,10,29
16814,1,0,1,1,2,1,0,1,1,0,2,17,1,1,18,15
12127,0,0,1,0,0,0,0,4,4,0,3,28,4,4,11,12
14696,1,0,0,1,4,1,0,3,3,2,3,2,3,3,9,20
27145,0,0,0,1,4,2,0,3,3,2,2,21,3,3,17,20
14407,1,0,1,1,4,1,0,2,2,0,2,2,2,2,7,6
17353,1,0,1,1,2,1,0,0,0,0,2,12,0,0,11,20
20842,0,0,0,1,4,1,0,1,1,0,3,1,1,1,1,14
31045,0,0,1,1,4,1,0,3,3,0,3,13,3,3,14,26
10777,0,0,1,1,0,0,0,4,4,0,2,31,4,4,11,20
31307,0,0,1,1,4,2,0,0,0,0,1,3,0,0,3,27
27444,1,0,1,1,4,2,0,1,1,0,2,17,1,1,18,15
16780,1,0,1,0,3,2,1,3,3,0,3,10,3,3,12,20
12134,0,0,1,0,0,0,0,4,4,0,3,2,4,4,11,18
1892,0,0,1,0,2,1,0,3,3,0,3,2,3,3,11,18
35708,0,0,1,0,3,3,0,3,3,0,3,1,3,3,5,30
36666,0,0,1,1,5,1,0,1,1,0,1,3,1,1,3,27
10976,0,0,1,1,0,0,1,4,4,0,1,5,4,4,11,20
28497,0,0,1,1,3,2,0,2,2,0,3,7,2,2,14,20
21703,1,0,1,1,2,2,0,1,1,0,2,17,1,1,18,15
29232,0,0,1,1,4,2,1,1,1,1,3,14,1,1,11,29
2130,0,0,0,1,0,1,0,1,1,0,2,3,1,1,10,27
35737,0,0,1,0,4,3,0,3,3,0,3,3,3,3,11,32
13109,1,0,1,1,1,1,0,1,1,0,2,21,1,1,11,22
34874,0,0,1,1,3,2,0,1,1,0,3,14,1,1,14,29
14039,0,0,1,1,1,1,0,2,2,4,3,3,2,2,14,27
1838,0,0,1,1,3,2,1,2,2,0,1,1,2,2,11,14
3539,0,0,1,1,2,2,0,2,2,4,2,17,2,2,11,15
27407,1,0,1,1,4,2,0,1,1,0,2,3,1,1,18,20
18238,1,0,1,1,1,1,0,1,1,0,2,31,1,1,8,20
26345,0,0,1,1,4,2,0,3,3,2,2,14,3,3,17,20
35139,0,0,1,0,3,1,0,3,3,0,3,21,3,3,1,13
23312,0,0,1,1,2,2,0,3,3,0,3,12,3,3,14,20
39248,0,0,1,1,4,1,0,1,1,0,2,14,1,1,11,20
12637,0,0,1,1,0,0,0,4,4,0,1,9,4,4,11,20
26631,0,0,1,0,3,2,0,3,3,0,3,2,3,3,1,6
30474,0,0,1,1,4,1,0,1,1,0,3,21,1,1,1,13
27704,1,0,1,1,2,1,0,1,1,0,1,21,1,1,11,22
2218,1,0,1,1,3,1,0,3,3,0,3,2,3,3,11,18
39537,0,0,1,1,4,2,0,3,3,0,3,3,3,3,14,27
26414,0,0,1,1,4,1,0,1,1,0,1,28,1,1,3,20
23558,0,0,1,1,5,1,1,2,2,0,2,33,2,2,13,20
27912,1,0,1,1,3,1,0,4,4,2,1,3,4,4,9,27
9156,0,0,1,1,0,0,0,4,4,0,2,21,4,4,11,22
22052,1,0,1,1,1,1,0,1,1,0,2,7,1,1,8,20
18960,0,0,1,0,2,3,0,1,1,4,2,14,1,1,16,29
26202,0,0,1,0,3,1,0,1,1,0,3,2,1,1,1,6
460,0,0,1,0,2,1,0,3,3,0,1,2,3,3,11,18
9077,1,0,1,0,0,0,0,4,4,0,0,21,4,4,8,22
12436,0,0,1,1,0,0,0,4,4,0,1,10,4,4,11,20
18588,0,0,0,1,3,1,0,3,3,2,3,21,3,3,1,13
11087,1,0,1,1,0,0,0,4,4,0,2,21,4,4,11,20
7834,1,0,1,1,0,0,0,4,4,0,1,3,4,4,11,25
117,0,0,0,1,2,1,0,1,1,2,2,28,1,1,10,12
11254,0,0,1,0,0,0,0,4,4,0,2,28,4,4,11,20
19594,0,0,1,1,4,2,0,1,1,2,2,21,1,1,17,20
24289,1,0,1,1,1,1,0,1,1,0,1,3,1,1,11,27
32629,0,0,1,1,4,2,0,0,0,2,2,21,0,0,17,20
14314,1,0,0,1,4,1,0,3,3,2,3,19,3,3,9,20
20477,1,0,1,1,2,1,0,1,1,0,1,17,1,1,18,15
3191,0,0,1,1,1,1,0,2,2,0,3,21,2,2,14,13
10293,0,0,0,0,0,0,0,4,4,0,3,17,4,4,11,20
21166,0,0,1,0,2,2,0,1,1,0,3,17,1,1,11,2
30631,0,0,1,0,2,2,0,3,3,0,3,14,3,3,14,29
25491,1,0,1,1,4,2,0,1,1,0,2,17,1,1,18,15
39860,0,0,1,1,3,2,0,0,0,0,2,3,0,0,11,20
3398,0,0,1,1,1,1,0,0,0,0,3,10,0,0,11,20
7515,0,0,1,1,3,2,0,3,3,0,3,1,3,3,14,14
4074,0,0,1,0,2,1,0,3,3,0,3,2,3,3,11,18
1821,0,0,1,1,3,2,0,0,0,1,2,21,0,0,11,13
5736,1,0,0,1,1,1,0,1,1,0,1,17,1,1,11,10
6098,1,0,0,1,1,1,0,1,1,0,3,17,1,1,8,10
25059,0,0,1,1,3,1,0,3,3,2,3,1,3,3,1,30
37838,0,0,1,0,4,3,0,3,3,0,2,3,3,3,11,32
10960,0,0,1,1,0,0,0,4,4,0,2,1,4,4,10,30
32969,0,0,1,1,3,1,0,1,1,0,3,2,1,1,1,6
11870,0,0,1,1,0,0,0,4,4,0,2,28,4,4,11,12
