,type,text
3470,spam,parlbox messaging sm 4 21 09056242159 retrieve message match
3471,spam,valued network customer selected receive ps900 collect valid 24 hour acl03530150pm
3472,spam,msg mobile content order resent previous attempt failed network error query
3473,spam,know know facies 09058097218 find box ls15hb 150p
3474,spam,won 1 week free membership prize txt claim 81010 lccltd box 4403link1a7rw18
3475,spam,come take little time child afraid dark teenager want stay
3476,spam,want new nokia 3510i colour phone 300 free minute mobile 100 free text free camcorder reply 08000930705
3477,spam,latest dizzee liberty win nowiki game click wap bookmark text wap 82468
3478,spam,life fun great came truly special forget enjoy
3479,spam,mobile awarded bonus caller prize 2nd attempt contact box95qu bt national rate
3480,spam,free video camera phone half price line rental 12 myth 500 cross news min 100 mobileupd8 08001950382
3481,spam,4myths half price orange line rental latest camera phone 4 phone 11myths mobilesdirect free 08000938767 update or2stoptxt
3482,spam,costa del sol holiday ps5000 await 09050090044 tc max10mins
3483,spam,2nd time tried 2 contact u won 750 pound 2 claim 08718726970 10p
3484,spam,adult 18 content video shortly
3485,spam,ur awarded city break win ps200 summer shopping spree txt store
3486,spam,08712402779 immediately urgent message waiting
3487,spam,free entry 2 weekly comp chance win txt pod 80182 entry txt apply 08452810073 detail
3488,spam,heard u4 night kicker beg like u time 01223585236 xx luv
3489,spam,heard u4 4 rude chat private line 01223585334 wan 2c pic getting changed text pix 2end send stop 8552 sam xxx
3490,spam,awarded digital 09061221061 delivery t c 2yr 16 p
3491,spam,win year supply cd 4 store ur choice worth ps500 enter ps100 weekly draw txt music 87066
3492,spam,good spam b male 2 join fastest growing men club reply reply
3493,spam,bored chat n date rate
3494,spam,know u u know send chat 86688 find 18 year
3495,spam,2 mobile 3g videophones r 09063458130 videochat wid play java load polish online
3496,spam,sunshine win super sony dvd recorder coiname capital text quiz b
3497,spam,hmv bonus special 500 pound genuine hmv voucher answer 4 easy play send hmv 86688
3498,spam,contacted dating service entered phone fancy find landing 09111032124 box12n146tf150p
3499,spam,want new nokia 3510i colour phone delivered 200 free minute mobile 100 free text free camcorder reply 8000930705
3500,spam,free awarded free mini digital reply snap collect opt stop
3501,spam,eastenders tv flower dot compare violet tulip lily txt d e f 84025 4 chance 2 win ps100 cash
3502,spam,won guaranteed ps200 award ps1000 cast claim ur award free 08000407165 2 stop getstop 88222 rg21 4jx
3503,spam,mobile awarded bonus caller prize 2nd attempt contact box95qu
3504,spam,2004 account statement 07742676969 show 786 redeemed bonus claim 08719180248 identifier 45239 expires
3505,spam,freephone 0800 542 0578
3506,spam,new look sex uk u like fun text talk 1st help08718728876
3507,spam,09066362231 mobile 07xxxxxxxxx won bonus caller prize 2nd attempt reach 09066362231
3508,spam,claim ur 250 sm ok 84025 web2mobile 2 ur mate join 16 remove txt stop
3509,spam,valued network customer selected received ps900 prize claim claim code valid 12 hour
3510,spam,currently message awaiting collect message
3511,spam,reply win ps100 2006 fifa world cup send stop 87239 end service
3512,spam,r lucky winner 2 claim prize text money 2 88600 ps1million away text rate box403 w1t1jy
3513,spam,mobile number awarded ps2000 bonus caller 09058095201 land valid 12hrs
3514,spam,double min text orange price linerental motorola sonyericsson free mobileupd8 08000839402
3515,spam,wanna try mobile logo texting chat send 8883 cm po box 4217 london w1a 6zf rcid
3516,spam,dear voucher 2 claim week pc stop text txt stop
3517,spam,free day horn live love sex fun netcollex ltd 08700621170150p msg reply stop end
3518,spam,free 1st no1 nokia tone 4 ur mobile week txt nokia 8077 texting tell ur box 36504 w45wq
3519,spam,wan2 win westlife 4 u currently text 3 cost 50p text
3520,spam,18 day euro2004 u kept informed latest news result subscribe send euro stop
3521,spam,thanks ringtone ref number mobile charged tone arrive customer service 09065069120
3522,spam,hi ur looking 4 sauce daytime fun div busy married woman free week chat 2 sort time 09099726429 janinexx
3523,spam,subscribed ton sexy base hunt straight
3524,spam,loan purpose ps500 homeowner tenant previously free 0800 1956669 text
3525,spam,2p min germany 08448350055 bt 2p check info text stop opt
3526,spam,customer service recently tried delivery unable 07090298926
3527,spam,u win ps100 music gift voucher week starting txt word draw 87066 sc 150ppermesssubscription
3528,spam,great new offer double min double txt best orange tariff latest camera phone 4 mobileupd8 free 08000839402 2stoptxt
3529,spam,foley won exciting prize eye ur mobile visit
3530,spam,free ringtone weekly 1st week supply
3531,spam,2003 account statement show 800 08718738002 identifier 48922 expires
3532,spam,taking mobile survey 500 text 2 use 2 text send txt 80160
3533,spam,sunshine claim ur med holiday send stamped self address envelope drink po box quiz start sub stop
3534,spam,free find partner 1000 real people waiting chat chat 62220ncl send stop msg
3535,spam,ur currently 500 pound maximize ur send 86688 08718720201
3536,spam,ve costa del sol holiday ps5000 await 09050090044 tc max10mins
3537,spam,stop bootydelious inviting reply send stop find 62468
3538,spam,summer finally fancy chat flirt sexy single yr matched reply summer free 2 output txt stop help08714742804
3539,spam,new textbuddy chat 2 horn guy ur area 4 25p free 2 receive search postcode txt 89693
3540,spam,winner u specially selected 2 receive ps1000 cash holiday speak live operator 2 claim 0871277810810
3541,spam,thanks subscription ringtone uk mobile charged confirm replying yes reply charged
3542,spam,tried reply sm video mobile 750 min unlimited text free camcorder reply 08000930705 del
3543,spam,ac sun0819 post wanted send stop 62468
3544,spam,09066612661 complimentary lux costa del sol holiday ps1000 cash await ppm 150 sae james eh74rr
3545,spam,got take 2 wrc rally u lucozade text rally le 61200 pack
3546,spam,nokia 3650 video camera phone 09066382422 call cost 150ppm ave 3mins vary mobile close 300603 post bcm4284 lon wc1n3xx
3547,spam,free 1st no1 nokia tone 4 ur mob week txt nokia 8007 texting tell ur mate box 36504 w45wq
3548,spam,2003 account statement 07973788240 show 800 08715203649 identifier 40533 expires
3549,spam,07732584351 roger burn msg tried reply sm free nokia mobile free 08000930705 delivery tomorrow
3550,spam,urgent 09066612661 ps5000 cash luxury canary island holiday await sae europe
3551,spam,like xxx pic hot nearly banned
3552,spam,mobile awarded bonus caller prize final attempt 2 contact 08714714011
3553,spam,u r subscribed 2 textcomp 250 1st free question subsequent subscribe txt stop 2 08712405020
3554,spam,free hey darling 3 word like fun tb xxx std chg rev
3555,spam,con txt fantasy babe im sticky need reply cost 2 cancel send stop
3556,spam,u outside simonwatson5120 dvd 2 bid visit 2 end bid reply end
3557,spam,upgrdcentre orange claim free camera phone upgrade 0207 153 offer end 26th available
3558,spam,mobile won bonus caller prize 2nd attempt reach 09066362220 150ppm
3559,spam,important customer service announcement freephone 0800 542 0578
3560,spam,12myths half price orange line mobileupd8 08000839402
3561,spam,notice going slower idiot driving faster
3562,spam,registered subscriber yr draw 4 ps100 gift voucher b entered receipt correct txt an 80062
3563,spam,spoon mob halloween collection logo pic message plus free eerie txt card spoon 8007 zed 08701417012150p
3564,spam,today vodafone number ending selected received ps350 number match 09063442151 claim ps350 award
3565,spam,08714712388 cost 10p
3566,spam,hi 07734396839 ibn customer loyalty new nokia6600 mobile ps10
3567,spam,mobile choose quality item 7cfc1a
3568,spam,1 new
3569,spam,mobile 07808726822 awarded bonus caller prize 2nd attempt contact box95qu
3570,spam,like tell deepest darkest 09094646631 stop text 08712460324
3571,spam,customer service representative 0800 169 6031 won guaranteed ps1000 cash ps5000
3572,spam,congratulation winner august ps1000 prize 09066660100 prize code
3573,spam,want funk ur font weekly new tone reply tones2u 2 original n tone 3gb network operator rate apply
3574,spam,new tone week sara order follow instruction message
3575,spam,camera awarded digital 09061221066 delivery 28
3576,spam,2003 account statement 07808247860 show 800 08719899229 identifier 40411 expires
3577,spam,claim 200 shopping 08717895698 mobstorequiz10ppm
3578,spam,prize polo ltd suite 373 london w1j 6hl busy
3579,spam,mobile 11 month u r entitled update latest colour mobile camera mobile update co free 08002986030
3580,spam,interflora late order interflora flower christmas 0800 505060 place order midnight
3581,spam,3 free tarot find love life try 3 text chance 85555 16 3 msg
3582,spam,88066 88066 lost 3pound help
3583,spam,new 2 club dont link met b gr8 2 c u leave msg 2day div ur area 09099726553 reply promised charlie x lkpobox177hp51fl
3584,spam,u secret admirer looking 2 contact think ur 09058094599
3585,spam,86888 claim reward 3 hour talk time use phone inc 3hrs 16
3586,spam,thanks 4 continued support question week enter u in2 draw 4 ps100 new txt an 80082
3587,spam,mobile 11myths update free orange latest colour camera mobile unlimited weekend mobile upd8 freeform 08000839402 2stop
3588,spam,new mobile nokia 89545 collect 2output
3589,spam,germany 1 penny fixed line access number 0844 861 85 direct
3590,spam,aba complimentary spanish holiday cash await collection sae box 47 po19 2ez 150ppm
3591,spam,romantic 2 2 flight ps79 book 4
3592,spam,ur chance win ps250 cash wk play custard
3593,spam,guaranteed latest nokia 40gb ipod mp3 player ps500 txt collect ibhltd link15h
3594,spam,dont forget place free request information
3595,spam,customer loyalty new nokia6650 mobile ps10 txt start 81151 tc
3596,spam,08702490080 tell u 2 09066358152 claim ps5000 u 2 enter ur mobile personal detail
3597,spam,free entry ps250 weekly competition text word win 80086 18
3598,spam,warner village 83118 c colin barrel seat end village 1 free c reply sony 4 film offer
3599,spam,100 dating service 09064012103 box334sk38ch
3600,spam,congratulation u claim 2 vip row ticket 2 c blu concert november blu gift guaranteed 09061104276 claim
3601,spam,2004 account 07xxxxxxxxx show 786 redeemed claim 08719181259 identifier xxxx expires
3602,spam,tried reply sm video mobile 750 min unlimited text free camcorder reply 08000930705
3603,spam,08712402902 immediately urgent message waiting
3604,spam,free message activate 500 free text message replying message word free term visit
3605,spam,free layman golf 4 free o2 game 1st ur game reply save press 0 key termsapply
3606,spam,parlbox messaging sm 40 09056242159 retrieve message match
3607,spam,want 2 laid want real logging location sent direct 2 ur join largest logging network texting man
3608,spam,yo come new selection hot downloads member click open link sent ur
3609,spam,1 new 08715205273
3610,spam,thanks ringtone ref number mobile charged tone arrive customer service 09065069154
3611,spam,monthly password use wap phone
3612,spam,bin awarded ps50 play 4 instant 08715203028 9th player win min output 08718727870
3613,spam,dear voucher claim week pc stop txt stop 80062
3614,spam,2nd time tried 2 contact u won 750 pound 2 claim 08712101358 10p
3615,spam,free entry ps250 weekly comp send word win 80086 18
3616,spam,500 new mobile nokia 89545 collect ps1 2output
3617,spam,ur chance win ps250 cash wk action custard
3618,spam,dear voucher holder meal use following link pc 2 enjoy 2 4 1 dining
3619,spam,ps1000 winner guaranteed caller final attempt contact claim 09071517866 150ppmpobox10183thumb64xe
3620,spam,latest police station toilet cop
3621,spam,text banned 89555 cost 150p textoperator g696ga xxx
3622,spam,ringtone gr8 new poll direct mobile week
3623,spam,u subscribed best mobile content service uk ps3 10 day send stop headline 08706091795
3624,spam,december mobile entitled update latest colour camera mobile mobile update co free 08002986906
3625,spam,2 mobile 3g videophones r 09061744553 videochat wid ur play java load poly online 150pm
3626,spam,final claim ur ps150 worth discount voucher text yes 85023 member offer t c savamob sub 16
3627,spam,08712404000 immediately urgent message waiting
3628,spam,reply age gender 24m
3629,spam,choose 1000 gr8 tone subscription service weekly tone costing u credit kick enjoy
3630,spam,09061213237 ps5000 cash holiday await t sae po box 177
3631,spam,married local woman looking discreet action 5 real match instantly text match 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx
3632,spam,2003 account statement 078
3633,spam,sexychat girl waiting text text great night send stop stop service
3634,spam,2nd time tried 2 contact u won ps750 pound 2 claim 087187272008 10p
3635,spam,review fantastic nokia game deck club 2 subscribe alert reply word
3636,spam,know trying contact dating find mobile landing 09064015307 box334sk38ch
3637,spam,ur currently 500 pound maximize ur send cash 86688 08708800282
3638,spam,check choose babe video fgkslpopw fgkslpo
3639,spam,ringtone uk single chart mobile week choose quality message free
3640,spam,mobile 07xxxxxxxxx won bonus caller prize 2nd attempt reach 09066362231 150ppm
3641,spam,important information 4 orange user today lucky log fantastic surprise awaiting
3642,spam,network service t visit
3643,spam,mobile number won ps2000 bonus caller prize 2nd attempt reach 09066368753 box 150ppm
3644,spam,free2day sexy st day pic pic 89080 dont miss wk sauce pic c 0870241182716
3645,spam,ma new year eve ticket sale day 10am till fri sat night selling
3646,spam,selected stay 1 250 british hotel holiday worth london bx sw73ss
3647,spam,important information o2 today lucky 2 find log fantastic surprise awaiting
3648,spam,buy space invader 4 chance 2 win orig arcade game press 0 game arcade wap 4 term purchase
3649,spam,welcome o2 service added specially trained advisor free mobile dialling
3650,spam,customer claim free camera phone upgrade pay sim card 0845 021 end apply
3651,spam,ree entry 2 weekly comp chance win txt pod 80182 entry txt apply 08452810073 detail
3652,spam,hi babe r smashed saturday u missing sp text stop stop
3653,spam,sunshine quiz win sony dvd player u know country liverpool played mid txt an
3654,spam,free hi baby wow got new cam wanna c hot fancy w8in 4txt reply chat 82242 help 08712317606 msg150p 2rev
3655,spam,mobile number awarded ps2000 prize 09061790126 land claim valid 12hrs 150ppm
3656,spam,u meet ur dream partner ur career 2 flying 2 find txt hero followed ur star hero try
3657,spam,thanks good friend u won ma 2 claim 08718726971 10p
3658,spam,2003 account statement show 800 08715203685 identifier expires
3659,spam,u 447801259231 secret admirer looking 2 contact think ur 09058094597
3660,spam,dear matthew 09063440451 complimentary tenerife holiday ps1000 cash await ppm150 sae box334
3661,spam,free entry ps250 weekly comp send word enter 84128 18 care
3662,spam,claim ur ps150 worth discount text yes 85023 member offer t c 16 sub reply x
3663,spam,gamma real domain location sent direct join uk largest logging txt dog 69696 3lp
3664,spam,good draw take place 28th feb good removal send stop 87239 customer service 08708034412
3665,spam,download ringtones u like 1000 2 u send 2 yr txt sir 80082 ps3
3666,spam,ou guaranteed latest nokia 40gb ipod mp3 player ps500 txt collect ibhltd link15h
3667,spam,dear invited final attempt contact txt chat 86688
3668,spam,want new video 600 anytime network min 400 inclusive video call downloads 5 week free deltomorrow 08002888812 reply
3669,spam,1 year special cinema pas 2 09061209465 c superman etc 4 dont miss
3670,spam,congratulation ur awarded yr supply cd virgin record mystery gift guaranteed 09061104283 approx 3mins
3671,spam,auction round highest bid maximum bid send bid 10 bid good
3672,spam,u know asked dating service 2 contact cant guess 09058095107 box s3xy 150p
3673,spam,hey want hot xxx pic sent direct 2 ur txt porn 24hrs free 50p stop text stopbcm sf wc1n3xx
3674,spam,u know asked dating service 2 contact cant guess 09058091854 po box385 m6 6wu
3675,spam,thought living good life perfect txt age join mobile
3676,spam,ur ringtone service 25 free choose content txt club stop club4 po box1146 mk45 2wt
3677,spam,current leading bid pause auction send customer 08718726270
3678,spam,money won winning number 946 wot
3679,spam,2nd attempt contact won ps1250 09071512433 b4 050703 callcost 150ppm 50
3680,spam,sexy single waiting text age followed gender m f gay men text age followed
3681,spam,ma latest sonyericsson nokia free double min 1000 txt mobileupd8 08000839402
3682,spam,want new video 750 anytime network half price line rental free text 3 reply 08000930705 free delivery
3683,spam,customer service representative freephone 0808 145 4742 won guaranteed ps1000 cash ps5000
3684,spam,want latest video 750 anytime network half price line reply 08000930705 delivery tomorrow
3685,spam,want 2 laid want real logging location sent direct 2 ur join largest logging network bt texting gravel
3686,spam,today vida number ending 5226 selected receive match 08712300220 quoting claim code 1131 standard rate app
3687,spam,important final contact important message waiting customer claim expires 08717507382
3688,spam,free entry gr8prizes comp 4 chance win latest nokia psp ps250 cash great 80878 08715705022
3689,spam,hi 20 year old work love text live bedroom text sue textoperator g2 1da 150msg
3690,spam,free unlimited hardcore porn direct 2 mobile txt porn 69200 free access 24 hr day txt stop msg free
3691,spam,free camera phone linerental 750 cross news price txt bundle deal 08001950382 mf
3692,spam,500 new mobile nokia 89545 collect ps1 2output txtauction
3693,spam,account credited 500 free text txt credit 80488
3694,spam,won nokia win free send nokia 86021
3695,spam,phony ps350 award today vida number ending xxxx selected receive ps350 match 08712300220 quoting claim code 3100 standard rate app
3696,spam,free entry 2 comp win fa cup final kt 21st text fa 87121 receive entry txt apply
3697,spam,ur currently 500 pound maximize ur send collect 83600 08718720201 po box
3698,spam,2more source special work nichols rose 2 lady
3699,spam,great freeform 08006344447 claim guaranteed ps1000 cash ps2000 speak live operator
3700,spam,auction subscription 18 2 skip auction txt 2 subscribe txt stop customercare 08718726270
3701,spam,ur awarded city break win ps200 summer shopping spree txt store 88039
3702,spam,double min 1000 text orange latest sonyericsson nokia bluetooth mobileupd8 08000839402
3703,spam,selected stay 1 250 british hotel holiday valued dial 08712300220 claim national rate sw73ss
3704,spam,win newest euroeharry potter order phoenix reply answer 5 question chance
3705,spam,trying contact today draw show won ps800 prize 09050001808 land claim valid12hrs
3706,spam,bloomberg center apply future
3707,spam,win ps200 shopping spree week starting 2 play text store scs08714740323 age16
3708,spam,eerie nokia tone reply tone title 8007 eg tone dracula 8007 twilight box36504w45wq 150p
3709,spam,link premium pink panther new 1 crazy zebra animation hood 4
3710,spam,trying contact weekend draw show won ps900 prize claim code valid 12hrs
3711,spam,granite issue explosive pick member nasdaq symbol cdot
3712,spam,garden ready summer free selection summer bulb seed worth scotsman stop go2
3713,spam,reminder pound free credit detail great offer pls reply 2 text valid house postcode
3714,spam,thanks ringtone reference charged gb 4 subscribe anytime calling customer service 09057039994
3715,spam,free 1st week entry 2 textpod 4 chance 2 win 40gb ipod ps250 cash txt pod 84128 custard
3716,spam,want new video 750 anytime network half price line reply 08000930705 delivery tomorrow
3717,spam,guess somebody know secretly facies wanna find 09065394973 landing datebox1282essence61xn 18
3718,spam,donate asian tsunami disaster support fund texting donate added bill
3719,spam,2004 account statement show 786 redeemed bonus claim 08719180219 identifier 45239 expires
3720,spam,new local date area lot new people registered reply date start 18 reply150
3721,spam,ur going 2 callfreefone 08081560665 speak live operator claim banana cruise offs2000 cash opt txt x 07786200117
3722,spam,filthy story girl waiting
3723,spam,official england poly ringtone colour flag yer mobile tonight text tone flag output txt eng stop box39822 w111wx
3724,spam,natalie inviting reply send stop find 62468
3725,spam,orange claim free camera phone upgrade 0207 153 offer end avail
3726,spam,text pas 69669 collect polyphonic normal gps charge apply enjoy tone
3727,spam,1 nokia tone 4 ur mob txt nok 1st tone free train tell ur 16 reply hl 4info
3728,spam,trying contact today draw show won ps2000 prize 09066358361 land claim valid 12hrs
3729,spam,block breaker come deluxe format new feature great graphic buy ps5 replying deluxe challenge
3730,spam,draw show won ps1000 cash spanish 09050000332 sw7 150ppm
3731,spam,hi sending free phone number couple access adult
3732,spam,09061743811 aba complimentary tenerife holiday ps5000 cash await collection sae box 326 cw25wx 150ppm
3733,spam,won guaranteed ps1000 cash ps2000 claim yr prize customer service representative
3734,spam,mobile number awarded ps2000 prize 09058094455 land claim valid 12hrs
3735,spam,sm auction brand new nokia 7250 4 auction auction free 2 join txt nokia 86021
3736,spam,tried contact reply offer video phone 750 anytime network min half price line rental camcorder reply 08000930705
3737,spam,trying contact today draw show won ps2000 prize 09058094507 land claim valid 12hrs
3738,spam,valued vodafone customer computer picked win ps150 collect 09061743386
3739,spam,important information 4 orange user today ur lucky find log fantastic prizeawaiting
3740,spam,hard live 121 chat choose girl connect 09094646899 cheap chat biggest live vu bcm1896wc1n3xx
3741,spam,bought ringtone getting text costing 3 pound offering tone etc
3742,spam,tried contact reply offer video 750 anytime network unlimited reply 08000930705
3743,spam,2003 account statement show 800 08715203694 identifier 40533 expires
3744,spam,free ringtone text 87131 poly text 87131 true 0845 2814032 16 1st tone 3ps150pw end txt stop
3745,spam,sm auction won nokia win free send nokia 86021
3746,spam,thank winner notified good future marketing reply stop 84122 customer service 08450542832
3747,spam,boltblue tone 150p reply eg poly3 cha cha slide yeah slow jazz toxic come stop 4 tone txt
3748,spam,want new nokia 3510i colour phone delivered 200 free minute mobile 100 free text free camcorder reply 08000930705
3749,spam,bangbabes ur order u receive service msg 2 download ur u goto tv ur mobile menu
3750,spam,game dear dozen free game great
3751,spam,u want dont u im nasty thing 4 fancy rude time sexy slo n txt xxx
3752,spam,record indicate entitled 3750 pound accident claim free reply yes opt text stop
3753,spam,contract mobile 11 latest nokia double min text orange text yes remove
3754,spam,check newest selection base mobile fit funky text wap 82468
3755,spam,trying contact today draw show won ps800 prize 09050001295 land claim valid 12hrs
3756,spam,pro video need 08701237397 club credit redeemable
3757,spam,dear 0776xxxxxxx invited final attempt contact txt chat 86688 lon 18yrs
3758,spam,lord king store lot 2 june 4 chance 2 win lot soundtrack cd reply stop end text
3759,spam,mob pub ps100 high street prize u know new duchess cornwall txt stop 008704050406 sp
3760,spam,winner specially selected receive ps1000 cash ps2000 speak live operator claim cost 10p
3761,spam,09090900040 listen extreme dirty live chat going office right total privacy know listening 60p min
3762,spam,u subscribed best mobile content service uk ps3 day send stop headline
3763,spam,sex ur mobile free sexy pic text babe wk sexy 4 16 087016248
3764,spam,important customer service freephone 0800 542 0825
3765,spam,ur currently 500 pound maximize ur send 86688 cc 08718720201
3766,spam,tell u 2 09066358152 claim ps5000 u 2 enter ur mobile personal detail
3767,spam,registered option subscriber ur draw 4 ps100 gift voucher entered receipt correct an 80062 whats no1 bbc chart
3768,spam,free 1st no1 nokia tone 4 ur mob week txt nokia 87077 texting tell ur zed box 36504 w45wq
3769,spam,b4u voucher log discount opt reply customer care 08717168528
3770,spam,valued pleased advise following recent review mob awarded ps1500 bonus 09066364589
3771,spam,contacted dating service entered phone becausethey fancy find landing w14rg 150p
3772,spam,hi lucy hobby meeting day fri b hotel u fancy cuin pls leave msg 2day 09099726395 lucy x
3773,spam,thanks good friend u won ma 2 claim 08718726978 10p
3774,spam,hot live fantasy 08707500020 20p min ntt po box 1327 crayon cr9 5wb 0870 national rate
3775,spam,hope enjoyed new text stop 61610 provided
3776,spam,discount code stop message reply customer service 08717205546
3777,spam,2nd attempt contract won week prize ps1000 cash ps200 09066361921
3778,spam,74355 ma incoming ur awarded ps500 cd gift voucher free entry 2 r ps100 weekly draw txt music 87066 tnc
3779,spam,email jerk prescription drvgsto listen email 123
3780,spam,2003 account statement 07808 xxxx show 800 08719899217 identifier 41685 expires
3781,spam,mobile 10 update latest orange phone save ps free text yes rollback ordo opt
3782,spam,enjoy hamster videosound gold club credit 2 new fun 09701213186
3783,spam,burger king wanna play footy 2 burger king 1st sept large super walk winner
3784,spam,85233 real
3785,spam,2003 account statement show 800 08718738001 identifier 49557 expires
3786,spam,reply address receive post week completely free accommodation global location
3787,spam,hot live fantasy 08707509020 20p min ntt po box 1327 crayon cr9 5wb 0870 national rate
3788,spam,win ps1000 cash prize prize worth ps5000
3789,spam,500 free text text ok 80488 credit account
3790,spam,b b happy gay chat service photo upload 08718730666 2 stop text 08712460324
3791,spam,09095350301 send girl erotic stop text 08712460324
3792,spam,free goal barley crazy ringtone totally free reply message right
3793,spam,mobile awarded ps2000 bonus caller prize final try contact landing 09064019788 150ppm
3794,spam,09061749602 complimentary tenerife holiday cash await collection sae box 528 hp20 1yf 150ppm
3795,spam,need posh bird cap user trial prod need address dob ta r
3796,spam,1 new 08719181503
3797,spam,downloaded content paid goto collect
3798,spam,u 2 phone wanna chat 2 set meet 09096102316 u cum 2more luv jane xx
3799,spam,free nokia motorola upto 12myths 500 free free mobileupd8 08001950382
3800,spam,dear subscriber ur draw 4 ps100 gift voucher b entered receipt correct elvis press txt answer 80062
3801,spam,want new nokia 3510i colour phone 300 free minute mobile 100 free text free camcorder reply
3802,spam,week savamob member offer 08709501522 box la3 savamob offer
3803,spam,won cash call09050000327
3804,spam,ur hmv quiz currently ps500 maximize ur send hmv1 86688
3805,spam,dating service asked 2 contact u 09058091870 m26 3uz 150p
3806,spam,2 work 2morto half term u c 2site 4 sexy passion b4 2 chat 09099726481 luv den call
3807,spam,england v macedonia dont miss txt ur national team 87077 eg england 87077 scotland poboxox36504w45wq
3808,spam,amanda regard renewing upgrading current handset free offer end tel 0845 021 3680 subject
3809,spam,contacted dating service entered phone fancy find landing box12n146tf15
3810,spam,u secret reveal think u r opt reply reveal msg care 07821230901
3811,spam,santa little one like santa ma 09077818151 book 3mins 30
3812,spam,want new video phone750 anytime network min 150 text pound week 08000776320 reply delivery tomorrow
3813,spam,free service ordered 81303 delivered sufficient receive
3814,spam,send logo 2 ur lover 2 name joined txt love name1 name2 mono eg love adam eve 07123456789 87077 box36504w45wq xeno 4 ad 150p
3815,spam,orange brings ringtones time chart free hit ringtones pic stop receiving tip reply
3816,spam,brand new mobile music service free music player arrive install phone browse content
3817,spam,refused secured free 0800 195 6669 text
3818,spam,contract mobile 11 latest nokia double min text orange text yes remove record
3819,spam,chosen receive ps350 pls claim number 09066364311 collect award selected receive valued mobile
3820,spam,boy r 2007 uk win vip ticket vip txt club trackmarque ltd
3821,spam,reply real poly eg real1 pushbutton dontcha babygoodbye golddigger webeburnin 1st tone free 6 u join
3822,spam,valentine day win ps1000 quiz partner trip send 83600
3823,spam,free ring tone text poll week new 0870737910216yrs
3824,spam,44 want new nokia 3510i colour phone 300 free minute mobile 100 free text free camcorder reply
3825,spam,u r winner u ave specially selected 2 receive ps1000 cash holiday speak live operator 2 claim
3826,spam,2nd time tried contact u won ps400 2 claim 087104711148 10p
3827,spam,won guaranteed ps1000 cash ps2000 claim yr prize customer service representative 08714712412 cost 10p
3828,spam,u secret admirer looking 2 contact think ur 09058094594
3829,spam,believe incredible reply g learn truly amazing thing blow o2fwd
3830,spam,fantasy football sky gamestar sky active play ps250k dream scoring start register opt 88088
3831,spam,won cash sw7 150ppm
3832,spam,message important information o2 today lucky 2 find log fantastic surprise awaiting
3833,spam,record indicate u maybe entitled 5000 pound compensation accident claim 4 free reply claim 2 stop txt stop
3834,spam,hot n horn willing live local text reply hear start 150p msg netcollex 02085076972 reply stop end
3835,spam,amazing xxx picfree1 video sent vid 2day text keyword picfree1
3836,spam,u secret admirer looking 2 contact think ur
3837,spam,congratulation ur awarded ps500 cd gift voucher free entry 2 ps100 weekly draw txt music 87066 tn 1 win150ppm3age16
3838,spam,claire having born time u wanna cum chat 09099725823 hope 2 c u luv claire xx
3839,spam,today vida number ending 7548 selected receive match 08712300220 quoting claim code 4041 standard rate app
3840,spam,trying contact u today draw show won ps800 prize 09050000460 land claim po box245c2150pm
3841,spam,u subscribe mob offer package min term 54 pls resubmit request reply help 4 info
3842,spam,ma latest sonyericsson nokia free bluetooth double min 1000 txt mobileupd8 08000839402
3843,spam,unique find 30th
3844,spam,text word ok mobile phone send
3845,spam,sm service inclusive text credit pls motto login 3qj9 subscribe stop extra charge help 08702840625 9ae
3846,spam,kinda hope u like 2 st got cam mob wanna c reply date 82242 msg150p 2rev help 08712317606 stop 82242
3847,spam,2003 account statement 07753741225 show 800 08715203677 identifier 42478 expires
3848,spam,09094100151 use ur call cast service provided 1er u age
3849,spam,hot live fantasy 08707509020 20p min ntt po box 1327 crayon cr9 5wb
3850,spam,88800 89034 premium phone service 08718711108
3851,spam,today vodafone number ending 4882 selected receive ps350 number match 09064019014 receive ps350
3852,spam,gr8 poly tone 4 mob direct 2u reply poly title 8007 eg poly breathe1 mca box365o4w45wq 300p
3853,spam,place town meet exciting adult single txt chat 86688
3854,spam,receive tone term condition channel u teletext pg 750
3855,spam,u know asked dating service 2 contact cant guess 09058097189 box ls15hb 150p
3856,spam,4myths half price orange line rental latest camera phone 4 phone mobilesdirect free 08000938767 update or2stoptxt
3857,spam,hi ya babe x u 4gotten bout spammer getting regular vodafone respond prem rate no
3858,spam,important customer service announcement
3859,spam,gr8 new service live sex video chat mob sexiest driest girl live ur phone 4 detail text horn 89070 cancel send stop 89070
3860,spam,hottest pic straight getting wet xx text pic 89555 txt cost 150p textoperator g696ga 18 xxx
3861,spam,ringtoneking 84484
3862,spam,web age16 2stop txt stop
3863,spam,latest nokia mobile ipod mp3 player prize reply win 83355 norcorp
3864,spam,rock yr filthy film pic yr phone reply filth barnstar e14 9yt 450p 5 stop2 cancel
3865,spam,1st wk gr8 tone str8 2 u txt nokia 8007 classic nokia tone hit 8007
3866,spam,chasing sept forms38 definitely paying thanks ignore
3867,spam,link picture use
3868,spam,trying contact today draw show won ps800 prize 09050003091 land claim valid12hrs
3869,spam,ur currently 500 pound maximize ur send 86688 08718720201 po box
