,Accident Level,Potential Accident Level,Description,clean_description
330,1,2,"The collaborator completed the misalignment of the nut on the left side of the chute scraper of strip No. 9-2, when he gets up he turns and hits the head guard with the railing, hitting the lenses generating the injury.",the collaborator complete the misalignment the nut the leave side the chute scraper strip when get turn and hit the head guard with the rail hit the lenses generate the injury
331,2,5,"In Level 2900 - OP 5 the worker performed the chuteo ore from the hopper to the second car, perceived a slip of water and mud through the hopper, decided to leave the platform and when he was already down the second rung of the ladder of access, the water increases and a fragment of rock slides and hits the back of the worker causing it to fall and hit the right forearm and left knee.",level the worker perform the chute ore from the hopper the second car perceive slip water and mud through the hopper decide leave the platform and when already down the second ring the ladder access the water increase and fragment rock slide and hit the back the worker cause fall and hit the right forearm and leave knee
332,2,4,"Being 12:20 hours Approximately, in circumstances that the Administrative SSOMAC, was arranged to move the guillotine of the right side towards the center of the table to make cuts of enmicadas pages, when trying to raise the guillotine the middle finger of the right hand It rubs against the edge of the guillotine blade, causing the cut in the yolk of the third finger of the right hand.",hours approximately circumstances that the administrative arrange move the guillotine the right side towards the center the table make cut enmicadas page when try raise the guillotine the middle finger the right hand rub against the edge the guillotine blade cause the cut the yolk the third finger the right hand
333,1,2,"During the preparation for the office cleaning activity, the employee made use of the stair railing, it had contact with the clamp used to lock the signaling board.",during the preparation for the office clean activity the employee make use the stair rail have contact with the clamp use lock the signal board
334,1,1,"During the activity for packaging the cylindrical piece on the easel, the employee carried the pieces to the designated place where he had his finger pressed between the metal pieces that were being moved.",during the activity for package the cylindrical piece the easel the employee carry the piece the designate place where have his finger press between the metal piece that move
335,2,3,The injured collaborator and one of his colleagues wanted to move a rim of a scoop tire for which using their own strength they threw the rim to the floor to make it roll and in that instant the eyelash hits the fifth finger of the right hand against the ring producing the injury.,the injure collaborator and one his colleagues want move rim scoop tire for which use their own strength they throw the rim the floor make roll and that instant the eyelash hit the fifth finger the right hand against the ring produce the injury
336,1,3,"When averaging 04:30 am, the operator Daniel removed cleaning accessories under the mobile channel of line 01, for which he supported his left hand on the rail that was in motion. At that moment the crushing of the 2nd finger of the left hand occurs; the injury occurs. The collaborator is referred to the Medical for care.",when average the operator daniel remove clean accessories under the mobile channel line for which support his leave hand the rail that motion that moment the crush the finger the leave hand occur the injury occur the collaborator refer the medical for care
337,4,5,"the Spillway circumstances where the worker was cleaning, with the use of an absorbent cloth, oil residues from the right edge of the Atlas AXS-186 compressor, with the bonnet open and in functioning; the rag falls inside the ompressor and in the attempt to remove it, it is hooked on the fan's propeller, pulling the worker's left hand toward the propeller causing the injury.",the spillway circumstances where the worker clean with the use absorbent cloth oil residues from the right edge the atlas compressor with the bonnet open and function the rag fall inside the compressor and the attempt remove hook the fan propeller pull the worker leave hand toward the propeller cause the injury
338,1,1,"Performing carpentry work, the collaborator hit the second finger of the left hand with the hammer, which he held with his right hand, causing a bruise at the height of the nail. The evaluation was carried out at the medical center of the unit, the final diagnosis being contusion on the finger.",perform carpentry work the collaborator hit the second finger the leave hand with the hammer which hold with his right hand cause bruise the height the nail the evaluation carry out the medical center the unit the final diagnosis contusion the finger
339,2,3,"While preparing to mount polypropylene tubing, the employee pulled the pickup from the truck and positioned it in place, pressing the finger between the tube and the concrete wall.",while prepare mount polypropylene tube the employee pull the pickup from the truck and position place press the finger between the tube and the concrete wall
340,1,4,"During the maintenance of the peristaltic pump 02BP0166 to change the internal hose, the rupture tubing of the reserve pump 02BP0167 ruptured after it started to operate, designing solution heated towards the employee, reaching his left forearm causing irritation in the skin.",during the maintenance the peristaltic pump change the internal hose the rupture tube the reserve pump rupture after start operate design solution heat towards the employee reach his leave forearm cause irritation the skin
341,3,4,"During the maintenance of the peristaltic pump 02BP0166 to change the internal hose, the rupture tubing of the reserve pump 02BP0167 was disrupted, after it started to operate, designing solution heated towards the employee, reaching his left forearm, causing a burn .",during the maintenance the peristaltic pump change the internal hose the rupture tube the reserve pump disrupt after start operate design solution heat towards the employee reach his leave forearm cause burn
342,4,5,"In the Nv. 3370, CX 212 - South, when the Mechanic loosens a through bolt of the intermediate cardan protector of the Dumper 01, the protector is released and imprisons the first finger of the left hand against the connector of the hydraulic steering cylinder (Position 2) .",the south when the mechanic loosen through bolt the intermediate carman protector the dumper the protector release and imprison the first finger the leave hand against the connector the hydraulic steer cylinder position
343,1,1,"On 02/15/2017 at 3:27 pm, when performing the Magnetometric using GPS, the collaborator Antônio bumped the top of the field hat on a branch and was attacked by maribondos. He was bitten behind the ear and another on the shoulder, but he continued his activity because he felt no pain or swelling.",when perform the magnetometric use the collaborator ant nio bump the top the field hat branch and attack maribondos bite behind the ear and another the shoulder but continue his activity because felt pain swell
344,1,2,"By averaging 8:23 am at the offices of Ajani, Liliana prepares to store folders in the warehouse, to go to the place it comes out of the iglu, when going down the two steps it does so diagonally so it sits the left foot on the edge of the second step causing the foot to bend Left inward, it stabilizes quickly avoiding falling to the ground.",average the offices ajayi liliana prepare store folders the warehouse the place come out the glu when down the two step diagonally sit the leave foot the edge the second step cause the foot bend leave inward stabilize quickly avoid fall the grind
345,1,3,"the moment of extracting the bolts of the CHUCK of rotation unit VSD 01; in the instant that is made hits with the rope of 6Lbs. the base of the support bolts, a fragment of the metal structure is projected, impacting the face of the mechanic Freddy the described injury.",the moment extract the bolt the rotation unit the instant that make hit with the rope the base the support bolt fragment the metal structure project impact the face the mechanic freddy the describe injury
346,1,3,"Once the painting of the pumping pipe has been completed, the person involved involuntarily touches his face, with his hand (with gloves) full of paint, and to clean himself he makes use of a dry industrial cloth and begins to rub his face, for a period of time from 30 to 40 seconds continuously, until finally the paint on the face is cleaned, this friction generates the described injury.",once the paint the pump pipe have complete the person involve involuntarily touch his face with his hand with gloves full paint and clean himself make use dry industrial cloth and begin rub his face for period time from second continuously until finally the paint the face clean this friction generate the describe injury
347,1,4,"At the conclusion of the unloading of ore with the AMP-819 plate tipper, in the pit 01, the driver notices that a stretch of support mesh is stuck in the hopper hatch; then the driver gets off his equipment (with the hopper lifted) to remove with his hands this mesh, when generating force, fine particles of rock fall and one of them is impregnated in the eye of the injured. At the time of the incident, the injured person used his measuring glasses and did not have any surcharges.",the conclusion the unload ore with the plate tipper the pit the driver notice that stretch support mesh stick the hopper hatch then the driver get off his equipment with the hopper lift remove with his hand this mesh when generate force fine particles rock fall and one them impregnate the eye the injure the time the incident the injure person use his measure glass and not have any surcharge
348,4,4,"Mr. Walter was putting his tools in the hopper of the Atlas truck that was parked on the cruise 320 of Level 1850 OB2B, then the mining operations van arrived driven by Engineer parked behind the truck of Atlas to approximately 3 meters and without having placed the safety block went to request the data of the drilling, later the assistant of the SIMBA 04 opened the gate, dropping the bit into the hopper of the mine truck and untimely the vehicle He moved forward, pinning the mechanic's right leg.",walter put his tool the hopper the atlas truck that park the cruise level then the mine operations van arrive drive engineer park behind the truck atlas approximately meter and without have place the safety block request the data the drill later the assistant the open the gate drop the bite into the hopper the mine truck and untimely the vehicle move forward pin the mechanic right leg
349,1,3,"During the transport of pieces of wood with the aid of a wheelbarrow, the employee felt a prick in the right leg, at that moment stopped the activity, removed the leggings and when shaking the pants noticed that it was a small scorpion.",during the transport piece wood with the aid wheelbarrow the employee felt prick the right leg that moment stop the activity remove the leggings and when shake the pant notice that small scorpion
350,4,4,"During the mining cycle at the Chimney 410; before starting with the drilling work to anchor the lane of the alimak system, the collaborator squat to pick up a manual tool that is on the platform; it is at this moment that the jackleg team loses its position and projects towards the back of the collaborator generating the injury.",during the mine cycle the chimney before start with the drill work anchor the lane the animal system the collaborator squat pick manual tool that the platform this moment that the jackley team lose its position and project towards the back the collaborator generate the injury
351,1,3,"In the support process, in circumstances that the assistant performs the Last cut in the transverse length of the mesh; The mesh generates a movement towards the operator and hits the face causing the described injury.",the support process circumstances that the assistant perform the last cut the transverse length the mesh the mesh generate movement towards the operator and hit the face cause the describe injury
352,1,1,"On 02/25/2017 at 13:05 p.m., when assisting with GPS in the Magnetometric collaborator Gilvânio bumped the top of the field hat on a branch and was attacked by maribondos. The moths went towards his eyes, but due to the use of sunglasses, the attack in that region was prevented. The insects moved to the side of the face, getting caught between the ear and the back of the field hat, making the helper get two bites behind the ear. Gilvânio is allergic to Marimbondos bites, soon the activity was immediately paralyzed, we drove to the car, where the accident took his medicine (antiallergic already used in other situations out of work, indicated by another doctor) to avoid further swelling. Marcelo responsible for the project was also on the field in the mapping activity, was called on the radio immediately. The assistant felt good, but was taken to the emergency of the Hospital of Lavras do Sul, where he consulted the doctor, took antiallergic and was released around 15:20.",when assist with the magnetometric collaborator gill nio bump the top the field hat branch and attack maribondos the moths towards his eye but due the use sunglasses the attack that region prevent the insects move the side the face get catch between the ear and the back the field hat make the helper get two bite behind the ear gill nio allergic marimbondos bite soon the activity immediately paralyse drive the car where the accident take his medicine antiallergic already use other situations out work indicate another doctor avoid further swell marcelo responsible for the project also the field the map activity call the radio immediately the assistant felt good but take the emergency the hospital lavas sul where consult the doctor take antiallergic and release around
353,1,3,"In moments when the staff of the IMPROMEC company was heading towards the 447 pique to support shotcrete casting jobs; One of the electricians does not identify a lane and water in the road, so his right leg enters the gutter of 0.8 m depth causing the injury. The service of the litorina was paralyzed for the entrance of this personnel.",moments when the staff the company head towards the pique support shotcrete cast job one the electricians not identify lane and water the road his right leg enter the gutter depth cause the injury the service the litorina paralyse for the entrance this personnel
354,1,4,"The employee was descending the ladder after inspection of the milling cyclones, which gives access to the floor behind the mill 10 by platform # ISC-MG26 when the floor gave way and it fell from a height of approximately 1 meter and 70 meters (there is material / ore below the platform, decreasing the height of the fall impact).",the employee descend the ladder after inspection the mill cyclones which give access the floor behind the mill platform when the floor give way and fell from height approximately meter and meter there material ore below the platform decrease the height the fall impact
355,2,4,"In the area of ​​Lloclla 50 meters from the sub-station Nro 4, under circumstances that the worker was preparing to pick up the rope from the floor, several fragments of rock slide down the slope of the hill, one of the 5 cm fragments of Diameter approximately impacts the face of the worker producing the aforementioned injury",the area lloclla meter from the sub station no under circumstances that the worker prepare pick the rope from the floor several fragment rock slide down the slope the hill one the fragment diameter approximately impact the face the worker produce the aforementioned injury
356,3,4,"When performing cleaning activity of the area near the 042-TC-06 - Grinding the employee was handling a block of triangular shaped rock measuring (b = 53cm x h = 42cm x e = 12cm). During the movement, he lost his balance by falling with the rock on the thumb of his left hand, injuring him.",when perform clean activity the area near the grind the employee handle block triangular shape rock measure during the movement lose his balance fall with the rock the thumb his leave hand injure him
357,1,1,"When carrying out refractory brick chopping activities, in order to place the support of the bus bar in section 70, a particle is detached, hitting the assistant's right arm that was one meter away from the work area, provoking him a wound in the arm, was treated at the medical center and returned to his usual duties.",when carry out refractory brick chop activities order place the support the bus bar section particle detach hit the assistant right arm that one meter away from the work area provoke him wind the arm treat the medical center and return his usual duties
358,1,1,"On 02/03/17 during the soil sampling in the region of Sta. the employees Rafael and Danillo da Silva were attacked by a bee test. They rushed away from the place, but the employee Rafael took 4 bites, one on the chin, one on the chest, one on the neck and one on the hand over the glove. The employee took 4 bites, one in his hand over his glove and the other in the head, and the employee Danillo took 2 bites in the left arm over his uniform. At first no one sketched allergy, just swelling at the sting site. The activity was stopped to evaluate the site, after verifying that the test had remained in the line, they left the site.",during the soil sample the region sta the employees rafael and danilo silva attack bee test they rush away from the place but the employee rafael take bite one the chin one the chest one the neck and one the hand over the glove the employee take bite one his hand over his glove and the other the head and the employee danilo take bite the leave arm over his uniform first one sketch allergy just swell the sting site the activity stop evaluate the site after verify that the test have remain the line they leave the site
359,1,1,"On 02/03/17 during the soil sampling in the region of Sta. the employees Rafael and Danillo da Silva were attacked by a bee test. They rushed away from the place, but the employee Rafael took 4 bites, one on the chin, one on the chest, one on the neck and one on the hand over the glove. The employee took 4 bites, one in his hand over his glove and the other in the head, and the employee Danillo took 2 bites in the left arm over his uniform. At first no one sketched allergy, just swelling at the sting site. The activity was stopped to evaluate the site, after verifying that the test had remained in the line, they left the site.",during the soil sample the region sta the employees rafael and danilo silva attack bee test they rush away from the place but the employee rafael take bite one the chin one the chest one the neck and one the hand over the glove the employee take bite one his hand over his glove and the other the head and the employee danilo take bite the leave arm over his uniform first one sketch allergy just swell the sting site the activity stop evaluate the site after verify that the test have remain the line they leave the site
360,1,1,"On 02/03/17 during the soil sampling in the region of Sta. the employees Rafael and Danillo da Silva were attacked by a bee test. They rushed away from the place, but the employee Rafael took 4 bites, one on the chin, one on the chest, one on the neck and one on the hand over the glove. The employee took 4 bites, one in his hand over his glove and the other in the head, and the employee Danillo took 2 bites in the left arm over his uniform. At first no one sketched allergy, just swelling at the sting site. The activity was stopped to evaluate the site, after verifying that the test had remained in the line, they left the site.",during the soil sample the region sta the employees rafael and danilo silva attack bee test they rush away from the place but the employee rafael take bite one the chin one the chest one the neck and one the hand over the glove the employee take bite one his hand over his glove and the other the head and the employee danilo take bite the leave arm over his uniform first one sketch allergy just swell the sting site the activity stop evaluate the site after verify that the test have remain the line they leave the site
361,1,5,"The employee, who was hitchhiking, on the CEP 403 truck, equipment, he crossed the central canterio of the track to catch the key of the wheel loader with another operator who was stopped in the opposite direction. Upon returning to the truck, it was hit in the arm left by the loader tire that was traveling along the road and passed the CEP-403 on the right.",the employee who hitch-hike the truck equipment cross the central anterior the track catch the key the wheel loader with another operator who stop the opposite direction upon return the truck hit the arm leave the loader tire that travel along the road and pass the the right
362,1,3,"Being 5:40 pm approx. when the collaborator Mr. Duval (sampler), was preparing to change and remove the buckets from the pulp samples of the plant courier, he slipped and fell to the ground supporting himself with the right hand generating the lesion described.",approx when the collaborator duval sampler prepare change and remove the bucket from the pulp sample the plant courier slip and fell the grind support himself with the right hand generate the lesion describe
363,1,1,"On 08/03/2017 at 3:30 PM, when performing MAG activity, the employee Murilo da Silva, when moving in the acquisition line, came across a small drainage (approximately 40cm wide), with small gap. As he traversed the drainage, the employee rested his right foot on the ravine that came to rest, causing the right ankle to twist. Soon after the twisting, the activities were paralyzed and the employee was taken to the local hospital, where an x-ray was taken and an examination made by the physician. No serious injury was found, only a small swelling, then released to normal activities.",when perform activity the employee murillo silva when move the acquisition line come across small drainage approximately wide with small gap traverse the drainage the employee rest his right foot the ravine that come rest cause the right ankle twist soon after the twist the activities paralyse and the employee take the local hospital where ray take and examination make the physician serious injury find only small swell then release normal activities
364,1,5,"At Level 3970 (Before -100) When the F6M 801 license plate went from level 3570 to surface, when the pilot trying to locate his radio to answer a call from the concrete plant is distracted and crashes his vehicle against the left gable and the vehicle turns to the right side. When this happens, the copilot hits his right hand against a fragment of broken glass in the window on the right side of the vehicle.",level before when the license plate from level surface when the pilot try locate his radio answer call from the concrete plant distract and crash his vehicle against the leave gable and the vehicle turn the right side when this happen the co-pilot hit his right hand against fragment break glass the window the right side the vehicle
365,5,5,"When the scoop was heading from Rpa 910 to the cut-off point of the Cro 861 South to be unloaded, it visualizes a truck that was parked with the lights and the engine ignited inside the thrust - where the Scoop found accumulating dismount-; the operator stops the Scoop and gets off to tell the driver of the truck to leave and when he finds no one he decides to go and look for the driver at the top of Cro 861 South, where he can not find it; Then he returns to his Scoop and at 15 to 20 meters visualizes the light of a lamp shining in the direction of the gable, when approaching, he finds the deceased lying on the side of the Scoop and proceeds to give immediate notice to the supervisory of the shift, control center and emergency center.",when the scoop head from pa the cut off point the co south unload visualize truck that park with the light and the engine ignite inside the thrust where the scoop find accumulate dismount the operator stop the scoop and get off tell the driver the truck leave and when find one decide and look for the driver the top co south where can not find then return his scoop and meter visualize the light lamp shin the direction the gable when approach find the decease lie the side the scoop and proceed give immediate notice the supervisory the shift control center and emergency center
366,1,3,"Employee was performing maintenance on filter press, in the Filtration area (GRS). When he dismantled the hose clamp in a turning motion, he had contact with the burr of the tip of one of the screws that was exposed, causing him a cut in his glove and wound in the 3rd quirodactilo of the left hand.",employee perform maintenance filter press the filtration area when dismantle the hose clamp turn motion have contact with the burr the tip one the screw that expose cause him cut his glove and wind the quirodactilo the leave hand
367,2,4,"In the Nv. 2930 - Chamber of accumulation of aggregates: When the worker, made the cast of shotcrete towards the crown of the work, at 2:00 p.m. he perceives discomfort and fogging of the full face, then decides to take it off and chooses to use only his safety glasses for comfort to continue with the thrown shotcrete, at 3:45 p.m. suffers the projection of shotcrete rebound particles in the left eye.",the chamber accumulation aggregate when the worker make the cast shotcrete towards the crown the work perceive discomfort and fog the full face then decide take off and choose use only his safety glass for comfort continue with the throw shotcrete suffer the projection shotcrete rebound particles the leave eye
368,1,1,"Team of the VMS Project performed soil collection on the Xixás target with 3 members. When the teams were moving from one collection point to another, Mr. Fabio was ahead of the team, stinging behind Robson and Manoel da Silva. near the collection point were surprised by a swarm of bees that was inside a I play near the ground, with no visibility in the woods and no hissing noise. Fabio passed by the stump, but Robson and Manoel da Silva were attacked by the bees. Robson had a sting in his left arm over his uniform and Manoel da Silva had a prick in his lip as his screen ripped as he tangled in the branches during the escape.",team the project perform soil collection the xix target with members when the team move from one collection point another fabio ahead the team sting behind robson and manuel silva near the collection point surprise swarm that inside play near the grind with visibility the woods and hiss noise fabio pass the stump but robson and manuel silva attack the robson have sting his leave arm over his uniform and manuel silva have prick his lip his screen rip tangle the branch during the escape
369,1,1,"Team of the VMS Project performed soil collection on the Xixás target with 3 members. When the teams were moving from one collection point to another, Mr. Fabio was ahead of the team, stinging behind Robson and Manoel da Silva. near the collection point were surprised by a swarm of bees that was inside a I play near the ground, with no visibility in the woods and no hissing noise. Fabio passed by the stump, but Robson and Manoel da Silva were attacked by the bees. Robson had a sting in his left arm over his uniform and Manoel da Silva had a prick in his lip as his screen ripped as he tangled in the branches during the escape.",team the project perform soil collection the xix target with members when the team move from one collection point another fabio ahead the team sting behind robson and manuel silva near the collection point surprise swarm that inside play near the grind with visibility the woods and hiss noise fabio pass the stump but robson and manuel silva attack the robson have sting his leave arm over his uniform and manuel silva have prick his lip his screen rip tangle the branch during the escape
370,2,4,"During the preparation for the solubilization activity of the sample in the chapel, the maid when moving the vial of nitric acid, the same detached from the doser, causing projection in the region of the face and upper limbs.",during the preparation for the solubilization activity the sample the chapel the maid when move the vial nitric acid the same detach from the dose cause projection the region the face and upper limbs
371,5,5,"During the activity of changing conveyor belt 11B feeding the primary mill No. 2; the mechanic entered the discharge chute (0.75 x 0.75 x 0.80 m.) to clean the material, at which time the automatic sampler (0.30 x 0.25 m) that was inside the chute was activated, trapping the mechanic at the height of the chest. At the time of the accident the mechanic was alone in the work area.",during the activity change conveyor belt feed the primary mill the mechanic enter the discharge chute clean the material which time the automatic sampler that inside the chute activate trap the mechanic the height the chest the time the accident the mechanic alone the work area
372,5,5,"Being approximately 20:57 hours of 03/22/2017; during the change of cables between the Z-332 power cell (locked cabinet) and the Z014 transformer; there is a loud noise followed by an oscillation of the electrical system. At that moment the collaborator Queneche of the company EISSA is found on the floor with his head inside an adjoining cell Z-132 (cabinet Not blocked - where he was not assigned to do any work), after having received an electric shock .",approximately hours during the change cable between the power cell lock cabinet and the transformer there loud noise follow oscillation the electrical system that moment the collaborator quench the company find the floor with his head inside adjoin cell cabinet not block where not assign any work after have receive electric shock
373,2,5,"When the Mixer 01 of the E.C.M INCIMMET S.A, moved by the positive south ramp, with direction to surface (Unicon concrete plant), at the height of the 3630 (Before 440), the operator observes that untimely lights and the engine go off, the control controls do not respond and the equipment starts to reverse. At 3 meters the operator jumps out of the cabin and at 20 meters the team hits the right gable and turns to its side left. In the area, in the circumstances of the event there was no presence of personnel or equipment that could have been affected.",when the mixer the move the positive south ramp with direction surface union concrete plant the height the before the operator observe that untimely light and the engine off the control control not respond and the equipment start reverse meter the operator jump out the cabin and meter the team hit the right gable and turn its side leave the area the circumstances the event there presence personnel equipment that could have affect
374,1,1,"The technician was doing the magnetometric survey when he stepped on a thorn. His reaction was to immediately retreat, losing his balance and so the magnetometer's antenna broke.",the technician the magnetometric survey when step thorn his reaction immediately retreat lose his balance and the magnetometer antenna break
375,1,4,"Employee reports that he assisted the maintenance activity in Tower 09, in Electrolysis, when he stepped on the GRP grid (Polymer with Glass the floor moving, causing it to fall. The event took place in 3 stages: 1) Displacement and fall of the floor in the span when receiving the effort; 2) Employee fall to about 1.60m below the GRP floor, on the side of the gutter below the floor, supporting the structure; 3) Employee fall to the lower level, about 2.35m below the GRP floor.",employee report that assist the maintenance activity tower electrolysis when step the grid polymer with glass the floor move cause fall the event take place stag displacement and fall the floor the span when receive the effort employee fall about below the floor the side the gutter below the floor support the structure employee fall the lower level about below the floor
376,1,3,"Employee reports that he was supervising an activity in the Ustulation, near the Ball when a projection of hot humped dust from the upper floor reached his cervical (""neck"" region), causing a first degree burn.",employee report that supervise activity the undulation near the ball when projection hot hump dust from the upper floor reach his cervical neck region cause first degree burn
377,1,4,Employee performed the task of hoisting big-bags containing waelz oxide and after performing several hoistings the employee suffered a low-voltage electric shock when contacting the hoist when attaching the handle of a big-bag on it.,employee perform the task hoist big bag contain well oxide and after perform several hoist the employee suffer low voltage electric shock when contact the hoist when attach the handle big bag
378,1,3,"Employee moved toward the structure of post 10, when it came to step in false, suffering twisting in the left ankle.",employee move toward the structure post when come step false suffer twist the leave ankle
379,1,1,"On 04/04/2017, around 13: 30hs, during the current sediment activity the collaborator Warley took a bee sting in the neck, the same was using the screen, but the bee entered the bottom of the screen . After the sting the team decided to leave the workplace due to the presence of other bees. The collaborator had no reaction and continued to work normally.",around during the current sediment activity the collaborator warley take bee sting the neck the same use the screen but the bee enter the bottom the screen after the sting the team decide leave the workplace due the presence other the collaborator have reaction and continue work normally
380,1,2,"The industrial cleaning worker Cristian was performing the cleaning activity of the gutter, striking with a walls of the same, to remove the solid solution that is formed. In that At the moment the operator's hands slide and impact on the edge of the gutter, causing a blow on the little finger of the left hand.",the industrial clean worker christian perform the clean activity the gutter strike with wall the same remove the solid solution that form that the moment the operator hand slide and impact the edge the gutter cause blow the little finger the leave hand
381,1,4,"At level 3790 (formerly level -280), the hydraulic filling personnel performed the installation of 4 ""diameter HDPE pipe through the ventilation chimney with the help of a 4-yard scooptram that held and pushed the end of the pipe. pipe (100 meters in length). At that moment the pipe gets stuck on the edge of the chimney causing the pipe to form an arc at the height where the injured worker was, who signals with the light of his lamp to the operator of the scooptram to stop and when trying to retire from the line of fire, the worker loses balance by light contact with the pipe causing fall at the same level.",level formerly level the hydraulic fill personnel perform the installation diameter pipe through the ventilation chimney with the help yard scooptram that hold and push the end the pipe pipe meter length that moment the pipe get stick the edge the chimney cause the pipe form arc the height where the injure worker who signal with the light his lamp the operator the scooptram stop and when try retire from the line fire the worker lose balance light contact with the pipe cause fall the same level
382,1,2,"Employee to perform painting of the floor of the fuel tank area, he needed cleaning, and by pouring water-thinner on the floor, the bucket slipped out of his hand and the mixture projected onto his left shoulder and lower lip, causing redness and burning.",employee perform paint the floor the fuel tank area need clean and pour water thinner the floor the bucket slip out his hand and the mixture project onto his leave shoulder and lower lip cause redness and burn
383,1,1,"During the execution of the soil sampling task at the Potions area, around 1:15 pm, Luis - WCA, was opening with a machete and was bitten by a wasp on the back of his right hand, the same was using at the time of the incident all the EPIs needed for activity. The employee was evaluated by the technician who found it to be a mild and localized swelling wound. The employee reported that he did not feel any pain and that he could continue the activity.",during the execution the soil sample task the potions area around luis open with machete and bite wasp the back his right hand the same use the time the incident all the epic need for activity the employee evaluate the technician who find mild and localize swell wind the employee report that not feel any pain and that could continue the activity
384,1,4,"In the tower N ° 6 of the old 50 KV LT (disabled and de-energized and 90% dismantled) located in the city of Pasco, the last profiles of the base of the tower previously disassembled were cut, using oxyfuel equipment , at 11:45 am, the Proingcom security supervisor and the foreman, who were on the outside of the fenced area supervising the activity, indicate the stoppage of activities and evacuation to the refuge due to the orange alert indicated on the detector of storms. During the evacuation of the last 02 employees who were inside the fenced area, a loud sound was heard, provoking a fright, which caused the staff to throw themselves to the floor inside the area, then proceeded to leave the work area by his own means through the ladder. Apparently the loud sound would correspond to an electrical discharge in the cable guard that passes over the old towers.",the tower the old disable and energize and dismantle locate the city pasco the last profile the base the tower previously disassembled cut use oxyfuel equipment the proingcom security supervisor and the foreman who the outside the fence area supervise the activity indicate the stoppage activities and evacuation the refuge due the orange alert indicate the detector storm during the evacuation the last employees who inside the fence area loud sound hear provoke fright which cause the staff throw themselves the floor inside the area then proceed leave the work area his own mean through the ladder apparently the loud sound would correspond electrical discharge the cable guard that pass over the old tower
385,1,4,"In tower N ° 6 of the old 50 KV LT (disabled and de-energized and 90% disassembled) located in the city of Pasco, the cutting of the last profiles of the base of the tower previously disassembled was carried out, using oxyfuel equipment, at 11:45 a.m., the safety supervisor of Proingcom and the foreman, who were in the external part of the fenced area supervising the activity, indicate the paralysis of activities and evacuation to the refuge due to the orange alert indicated on the detector of storms. During the evacuation of the last 02 employees who were inside the fenced area, a loud sound was heard, provoking a scare, which caused the staff to throw themselves to the floor within the area, then proceeded to leave the work area by their own means through the staircase. Apparently the loud sound would correspond to an electrical discharge in the cable guard that passes over the old towers.",tower the old disable and energize and disassembled locate the city pasco the cut the last profile the base the tower previously disassembled carry out use oxyfuel equipment the safety supervisor proingcom and the foreman who the external part the fence area supervise the activity indicate the paralysis activities and evacuation the refuge due the orange alert indicate the detector storm during the evacuation the last employees who inside the fence area loud sound hear provoke scare which cause the staff throw themselves the floor within the area then proceed leave the work area their own mean through the staircase apparently the loud sound would correspond electrical discharge the cable guard that pass over the old tower
386,1,2,"At the end of the concreting activity, the employee turned off the concrete, and when rolling the handle to make the return of the equipment warehouse the same bumped the tip of the mangote in the inferior lip causing hematoma.",the end the concrete activity the employee turn off the concrete and when roll the handle make the return the equipment warehouse the same bump the tip the mandate the inferior lip cause haematoma
387,1,2,"During the marking of the management points, the supervision and the breeders enter the work to carry out the ventilation inspection, for which the surveying work stops to turn on the fan and proceed with the air flow measurements. When the fan is turned on due to pressure, it breaks the fastening points of the toe and the sleeve falls to the floor generating a chicoteo from gable to gable, product of the chicoteo a fragment of the aggregate of the shocrete is projected on the face of the injured person producing the injury.",during the mark the management point the supervision and the breeders enter the work carry out the ventilation inspection for which the survey work stop turn the fan and proceed with the air flow measurements when the fan turn due pressure break the fasten point the toe and the sleeve fall the floor generate chicoteo from gable gable product the chicoteo fragment the aggregate the secrete project the face the injure person produce the injury
388,1,1,"During the execution of the service of opening of pricked for the future works of IP, around 15:30, the employee Pedro second in the line of the equipment, was stung by a wasp in the right portion of the neck. The beetle, being of small size, was not seen by the employees in the bite, causing the employee's shock against the insects that were manifested. The employee used all the PPE's required for the activity to be developed. The bite occurred over the collar of the shirt and over the face shield. The technician responsible for performing the work evaluated the sting and, together with the injured employee, found that because it was a localized swelling and that there was no allergy, there would be no need to paralyze the activity, which it followed normally.",during the execution the service open prick for the future work around the employee pedro second the line the equipment sting wasp the right portion the neck the beetle small size not see the employees the bite cause the employee shock against the insects that manifest the employee use all the require for the activity develop the bite occur over the collar the shirt and over the face shield the technician responsible for perform the work evaluate the sting and together with the injure employee find that because localize swell and that there allergy there would need paralyse the activity which follow normally
389,1,3,"In moments that Mr. William carried out the inspection of the cut of the Block 781 Level 1850 OB6A, so that the loading platform could be realized, in instants that observed the drills positive radial ones that were covered and shotcreteados, he hears a noise from the upper part of the pit (detachments of banks at the center of the pit), to which Mr. William goes back to leave work, but his metatarsal boots makes contact with a rock that was on the floor which causes it to lose balance and stumble on the gable.",moments that william carry out the inspection the cut the block level that the load platform could realize instants that observe the drill positive radial ones that cover and shotcreteados hear noise from the upper part the pit detachments bank the center the pit which william back leave work but his metacarpal boot make contact with rock that the floor which cause lose balance and stumble the gable
